training_step,0,1,2,3,4
1066174,239,263,159,188,60
1069060,239,263,159,188,60
1071869,239,263,159,188,60
1074682,239,263,159,188,60
1077454,239,263,159,188,60
1080213,239,263,159,188,60
1082936,239,263,159,188,60
1085793,239,263,159,188,60
1088623,239,263,159,188,60
1091402,239,263,159,188,60
1094234,239,263,159,188,60
1097110,239,263,159,188,60
1099959,239,263,159,188,60
1102825,239,263,159,188,60
1105644,239,263,159,188,60
1108426,239,263,159,188,60
1111264,239,263,159,188,60
1114117,239,263,159,188,60
1116821,239,263,159,188,60
1119567,239,263,159,188,60
1122355,239,263,159,188,60
1125210,239,263,159,188,60
1127971,239,263,159,188,60
1130734,239,263,159,188,60
1133513,239,263,159,188,60
1136326,239,263,159,188,60
1139128,239,263,159,188,60
1141868,239,263,159,188,60
1144654,239,263,159,188,60
1147519,239,263,159,188,60
1150389,239,263,159,188,60
1153242,239,263,159,188,60
1156064,239,263,159,188,60
1158833,239,263,159,188,60
1161673,239,263,159,188,60
1164420,239,263,159,188,60
1167248,239,263,159,188,60
1170090,239,263,159,188,60
1172997,239,263,159,188,60
1175867,239,263,159,188,60
1178661,239,263,159,188,60
1181438,239,263,159,188,60
1184232,239,263,159,188,60
1187085,239,263,159,188,60
1189843,239,263,159,188,60
1192679,239,263,159,188,60
1195505,239,263,159,188,60
1198304,239,263,159,188,60
1201176,239,263,159,188,60
1204062,239,263,159,188,60
1206952,239,263,159,188,60
1209761,239,263,159,188,60
1212616,239,263,159,188,60
1215463,239,263,159,188,60
1218239,239,263,159,188,60
1221065,239,263,159,188,60
1223896,239,263,159,188,60
1226801,239,263,159,188,60
1229652,239,263,159,188,60
1232476,239,263,159,188,60
1235358,239,263,159,188,60
1238247,239,263,159,188,60
1241041,239,263,159,188,60
1243862,239,263,159,188,60
1246747,239,263,159,188,60
1249560,239,263,159,188,60
1252422,239,263,159,188,60
1255214,239,263,159,188,60
1258017,239,263,159,188,60
1260895,239,263,159,188,60
1263689,239,263,159,188,60
1266485,239,263,159,188,60
1269313,239,263,159,188,60
1272147,239,263,159,188,60
1274906,239,263,159,188,60
1277689,239,263,159,188,60
1280483,239,263,159,188,60
1283305,239,263,159,188,60
1286141,239,263,159,188,60
1289000,239,263,159,188,60
1291878,239,263,159,188,60
1294681,239,263,159,188,60
1297492,239,263,159,188,60
1300236,239,263,159,188,60
1303001,239,263,159,188,60
1305868,239,263,159,188,60
1308680,239,263,159,188,60
1311468,239,263,159,188,60
1314249,239,263,159,188,60
1317037,239,263,159,188,60
1319838,239,263,159,188,60
1322697,239,263,159,188,60
1325550,239,263,159,188,60
1328409,239,263,159,188,60
1331208,239,263,159,188,60
1334093,239,263,159,188,60
1336894,239,263,159,188,60
1339722,239,263,159,188,60
1342469,239,263,159,188,60
1345249,239,263,159,188,60
1348132,239,263,159,188,60
1350870,239,263,159,188,60
1353633,239,263,159,188,60
1356530,239,263,159,188,60
1359314,239,263,159,188,60
1362094,239,263,159,188,60
1364962,239,263,159,188,60
1367784,239,263,159,188,60
1370624,239,263,159,188,60
1373441,239,263,159,188,60
1376269,239,263,159,188,60
1379011,239,263,159,188,60
1381843,239,263,159,188,60
1384771,239,263,159,188,60
1387509,239,263,159,188,60
1390393,239,263,159,188,60
1393198,239,263,159,188,60
1395971,239,263,159,188,60
1398776,239,263,159,188,60
1401564,239,263,159,188,60
1404365,239,263,159,188,60
1407218,239,263,159,188,60
1410021,239,263,159,188,60
1412834,239,263,159,188,60
1415633,239,263,159,188,60
1418559,239,263,159,188,60
1421447,239,263,159,188,60
1424286,239,263,159,188,60
1427093,239,263,159,188,60
1429839,239,263,159,188,60
1432625,239,263,159,188,60
1435394,239,263,159,188,60
1438268,239,263,159,188,60
1441106,239,263,159,188,60
1443932,239,263,159,188,60
1446777,239,263,159,188,60
1449548,239,263,159,188,60
1452340,239,263,159,188,60
1455121,239,263,159,188,60
1457969,239,263,159,188,60
1460780,239,263,159,188,60
1463623,239,263,159,188,60
1466440,239,263,159,188,60
1469276,239,263,159,188,60
1472129,239,263,159,188,60
1474875,239,263,159,188,60
1477716,239,263,159,188,60
1480477,239,263,159,188,60
1483331,239,263,149,188,60
1486193,239,263,149,188,60
1489074,239,263,149,188,60
1491909,239,263,149,188,60
1494799,239,263,149,188,60
1497694,239,263,149,188,60
1500590,239,263,149,188,60
1503465,239,263,149,188,60
1506265,239,263,149,188,60
1509120,239,263,149,188,60
1512022,239,263,149,188,60
1514921,239,263,149,188,60
1517707,239,263,149,188,60
1520538,239,263,149,188,60
1523472,239,263,149,188,60
1526449,239,263,149,188,60
1529313,239,263,149,188,60
1532023,239,263,149,188,60
1534837,239,263,149,188,60
1537771,239,263,149,188,60
1540614,239,263,149,188,60
1543445,239,263,149,188,60
1546486,239,263,149,188,60
1549376,239,263,149,188,60
1552125,239,263,149,188,60
1554902,239,263,149,188,60
1557783,239,263,149,188,60
1560622,239,263,149,188,60
1563511,239,263,149,188,60
1566385,239,263,149,188,60
1569227,239,263,149,188,60
1572021,239,263,149,188,60
1574780,239,263,149,188,60
1577751,239,263,149,188,60
1580693,239,263,149,188,60
1583474,239,263,149,188,60
1586232,239,263,149,188,60
1589177,239,263,149,188,60
1592169,239,263,149,188,60
1595039,239,263,149,188,60
1597941,239,263,149,188,60
1600793,239,263,149,188,60
1603638,239,263,149,188,60
1606542,239,263,149,188,60
1609388,239,263,149,188,60
1612236,239,263,149,188,60
1615131,239,263,149,188,60
1618114,239,263,149,188,60
1621031,239,263,149,188,60
1623927,239,263,149,188,60
1626797,239,263,149,188,60
1629658,239,263,149,188,60
1632520,239,263,149,188,60
1635445,239,263,149,188,60
1638263,239,263,149,188,60
1641153,239,263,149,188,60
1644012,239,263,149,188,60
1646822,239,263,149,188,60
1649710,239,263,149,188,60
1652609,239,263,149,188,60
1655439,239,263,149,188,60
1658333,239,263,149,188,60
1661164,239,263,149,188,60
1664113,239,263,149,188,60
1666978,239,263,149,188,60
1669885,239,263,149,188,60
1672812,239,263,149,188,60
1675629,239,263,149,188,60
1678531,239,263,149,188,60
1681419,239,263,149,188,60
1684304,239,263,149,188,60
1687202,239,263,149,188,60
1690080,239,263,149,188,60
1692969,239,263,149,188,60
1695851,239,263,149,188,60
1698769,239,263,149,188,60
1701681,239,263,149,188,60
1704490,239,263,149,188,60
1707387,239,263,149,188,60
1710185,239,263,149,188,60
1713140,239,263,149,188,60
1716029,239,263,149,188,60
1718978,239,263,149,188,60
1721903,239,263,149,188,60
1724748,239,263,149,188,60
1727632,239,263,149,188,60
1730457,239,263,149,188,60
1733313,239,263,149,188,60
1736243,239,263,149,188,60
1739138,239,263,149,188,60
1742010,239,263,149,188,60
1745002,239,263,149,188,60
1747924,239,263,149,188,60
1750763,239,263,149,188,60
1753679,239,263,139,188,60
1756686,239,263,139,188,60
1759480,239,263,139,188,60
1762462,239,263,139,188,60
1765604,239,263,129,188,60
1768498,239,263,129,188,60
1771402,239,263,129,188,60
1774291,239,263,129,188,60
1777128,239,263,129,188,60
1780089,239,263,119,188,60
1783155,239,263,119,188,60
1786000,239,263,119,188,60
1788741,239,263,119,188,60
1791483,239,263,119,188,60
1794297,239,263,109,188,60
1797210,239,263,109,188,60
1800115,239,263,109,188,60
1802911,239,263,109,188,60
1805766,239,263,109,188,60
1808496,239,263,109,188,60
1811382,239,263,109,188,60
1814178,239,263,109,188,60
1817096,239,263,109,188,60
1820105,239,263,109,188,60
1822954,239,263,109,188,60
1825825,239,263,109,188,60
1828659,239,263,109,188,60
1831582,239,263,99,188,60
1834630,239,263,99,188,60
1837810,239,263,99,188,60
1840824,239,263,99,188,60
1843726,239,263,99,188,60
1846675,239,253,99,188,60
1849749,239,253,99,188,60
1852854,239,253,99,188,60
1856071,239,253,99,188,60
1859382,239,243,99,188,60
1862663,239,243,99,188,60
1865680,239,243,99,188,60
1868730,239,243,99,188,60
1871963,239,243,99,188,60
1875144,239,233,99,188,60
1878402,239,233,99,188,60
1881593,239,233,99,188,60
1884698,239,233,99,188,60
1887788,239,233,99,188,60
1890811,239,233,99,188,60
1893892,239,233,99,188,60
1896897,239,233,99,188,60
1900158,239,233,99,188,60
1903161,239,233,99,188,60
1906399,239,233,99,188,60
1909481,239,233,99,188,60
1912562,239,233,99,188,60
1915575,239,233,99,188,60
1918784,239,233,99,188,60
1921908,239,233,99,188,60
1924901,239,233,99,188,60
1927829,239,233,99,188,60
1930842,239,233,99,188,60
1933947,239,233,99,188,60
1936939,239,233,99,188,60
1940014,239,233,99,188,60
1942982,239,233,99,188,60
1945990,239,233,99,188,60
1949087,239,233,99,188,60
1952137,239,233,99,188,60
1955216,239,233,99,188,60
1958292,239,233,99,188,60
1961097,239,233,99,188,60
1964076,239,233,99,188,60
1967175,239,233,99,188,60
1970162,239,233,99,188,60
1973226,239,233,99,188,60
1976307,239,233,99,188,60
1979309,239,233,99,188,60
1982219,239,233,99,188,60
1985234,239,233,99,188,60
1988264,239,233,99,188,60
1991204,239,223,99,188,60
1994312,239,223,99,188,60
1997546,229,223,99,188,60
2000693,229,223,99,188,60
2003838,229,223,99,188,60
2007040,229,223,99,188,60
2010078,219,223,99,188,60
2013073,219,223,99,188,60
2016114,219,223,99,188,60
2019198,219,223,99,188,60
2022162,219,223,99,188,60
2025352,209,223,99,188,60
2028589,209,223,89,188,60
2031829,209,223,89,188,60
2034919,209,223,89,188,60
2038085,209,223,89,188,60
2041188,199,223,89,188,60
2044333,199,223,89,188,60
2047475,199,223,89,188,60
2050759,199,223,89,188,60
2053800,199,223,89,188,60
2056954,199,223,89,188,60
2060119,189,223,89,188,60
2063263,189,223,89,188,60
2066446,189,223,89,188,60
2069630,189,223,89,188,60
2072857,189,223,89,188,60
2075885,179,223,89,188,60
2079012,179,223,89,188,60
2081972,179,223,89,188,60
2085051,179,223,89,188,60
2088142,179,223,89,188,60
2091114,169,223,89,188,60
2094121,169,223,89,188,60
2097179,169,223,89,188,60
2100355,169,223,89,178,60
2103468,169,223,89,178,60
2106565,159,223,89,178,60
2109820,159,223,89,178,50
2113056,159,223,89,168,50
2116166,159,223,89,168,50
2119519,159,223,89,168,50
2122688,149,223,89,168,50
2125821,149,223,89,168,50
2128973,149,223,89,158,50
2132107,149,223,89,158,50
2135273,149,223,89,158,50
2138455,149,223,89,148,50
2141857,139,223,89,148,50
2145285,139,223,89,148,50
2148534,139,223,89,148,50
2151917,139,223,89,148,50
2155143,139,223,89,148,50
2158481,139,223,89,148,50
2161703,139,223,89,148,50
2164917,139,223,89,148,50
2168320,139,223,89,148,50
2171506,139,223,89,148,50
2174970,139,223,89,148,50
2178217,139,223,89,148,50
2181450,139,223,89,148,50
2184701,139,223,89,148,50
2187961,139,223,89,148,50
2191243,139,223,89,148,50
2194643,139,223,89,148,50
2198065,139,223,89,148,50
2201252,139,223,89,148,50
2204611,139,223,89,148,50
2207819,139,223,89,148,50
2211110,139,223,89,148,50
2214399,139,223,89,148,50
2217650,139,223,89,148,50
2220951,139,223,89,148,50
2224243,139,223,89,148,50
2227450,139,223,89,148,50
2230693,139,223,89,148,50
2234022,139,223,89,148,50
2237425,139,223,89,148,50
2240744,139,223,89,148,50
2243981,139,223,89,148,50
2247343,139,223,89,148,50
2250622,139,223,89,148,50
2253936,139,223,89,148,50
2257345,139,223,89,148,50
2260716,139,223,89,148,50
2264033,139,223,89,148,50
2267229,139,223,89,148,50
2270440,139,223,89,148,50
2273786,139,223,89,148,50
2277129,139,223,89,148,50
2280501,139,223,89,148,50
2283997,139,223,89,148,50
2287221,139,223,89,148,50
2290451,139,223,89,148,50
2293736,139,223,89,148,50
2297074,139,223,89,148,50
2300498,139,213,89,148,50
2303893,139,213,89,148,40
2307100,139,213,89,148,40
2310469,139,213,89,148,40
2313902,139,213,89,148,40
2317317,139,203,89,148,40
2320717,129,203,89,148,40
2324101,129,203,89,148,40
2327601,129,203,89,148,40
2330933,129,203,89,148,40
2334427,129,203,89,148,40
2337799,129,203,89,148,40
2341087,129,203,89,148,40
2344481,129,203,89,148,40
2347875,129,203,89,148,40
2351273,129,203,89,148,40
2354747,129,203,89,148,40
2358191,129,203,89,148,40
2361671,129,203,89,148,40
2365135,129,203,89,148,40
2368587,129,203,89,148,40
2371985,129,203,89,148,40
2375499,129,203,89,148,40
2378955,129,203,89,148,40
2382377,129,203,89,148,40
2385825,129,203,89,148,40
2389231,129,203,89,148,40
2392837,129,203,89,148,40
2396271,129,203,89,148,40
2399767,129,203,89,148,40
2403035,129,203,89,148,40
2406493,129,203,89,148,40
2409879,129,203,89,148,40
2413307,129,203,89,148,40
2416673,129,203,89,148,40
2419955,129,203,89,148,40
2423263,129,203,89,148,40
2426555,129,203,89,148,40
2429985,129,203,89,148,40
2433447,129,203,89,148,40
2436951,129,203,89,148,40
2440279,129,203,89,148,40
2443613,129,203,89,148,40
2447069,129,203,89,148,40
2450487,129,203,89,148,40
2453885,129,203,89,148,40
2457431,129,203,89,148,40
2460849,129,203,89,148,40
2464329,129,203,89,148,40
2467757,129,203,89,148,40
2471133,129,203,89,148,40
2474583,129,203,89,148,40
2477987,129,203,89,148,40
2481375,129,203,89,148,40
2484729,129,203,89,148,40
2488175,129,203,89,148,40
2491635,129,203,89,148,40
2494933,129,203,89,148,40
2498289,129,203,89,148,40
2501693,129,203,89,148,40
2504963,129,203,89,148,40
2508307,129,203,89,148,40
2511653,129,203,89,148,40
2515119,129,203,89,148,40
2518371,129,203,89,148,40
2521703,129,203,89,148,40
2525017,129,203,89,148,40
2528455,129,203,89,148,40
2531779,129,203,89,148,40
2535269,129,203,89,148,40
2538675,129,203,89,148,40
2542033,129,203,89,148,40
2545429,129,203,89,148,40
2548685,129,203,89,148,40
2552059,129,203,89,148,40
2555461,129,203,89,148,40
2558881,129,203,89,148,40
2562303,129,203,89,148,40
2565639,129,203,89,148,40
2568945,129,203,89,148,40
2572285,129,203,89,148,40
2575709,129,203,89,148,40
2579199,129,203,89,148,40
2582553,129,203,89,148,40
2585971,129,203,89,148,40
2589365,129,203,89,148,40
2592613,129,203,89,148,40
2596017,129,203,89,148,40
2599421,129,203,89,148,40
2602845,129,203,89,148,40
2606325,129,203,89,148,40
2609925,129,203,89,148,40
2613355,129,203,89,148,40
2616663,129,203,89,148,40
2620065,129,203,89,148,40
2623519,129,203,89,148,40
2626943,129,203,89,148,40
2630339,129,203,89,148,40
2633549,129,203,89,148,40
2636829,129,203,89,148,40
2640183,129,203,89,148,40
2643553,129,203,89,148,40
2646883,129,203,89,148,40
2650387,129,203,89,148,40
2653753,129,203,89,148,40
2657077,129,203,89,148,40
2660609,129,203,89,148,40
2664081,129,203,89,148,40
2667439,129,203,89,148,40
2670887,129,203,89,148,40
2674237,129,203,89,148,40
2677653,129,203,89,148,40
2680751,129,203,89,148,40
2684123,129,203,89,148,40
2687481,129,203,89,148,40
2690893,129,203,89,148,40
2694319,129,203,89,148,40
2697649,129,203,89,148,40
2700945,129,203,89,148,40
2704319,129,203,89,148,40
2707619,129,203,89,148,40
2710947,129,203,89,148,40
2714429,129,203,89,148,40
2717827,129,203,89,148,40
2721153,129,203,89,148,40
2724677,129,203,89,148,40
2728139,129,203,89,148,40
2731297,129,203,89,148,40
2734647,129,203,89,148,40
2738177,129,203,89,148,40
2741811,129,203,89,148,40
2745241,129,203,89,148,40
2748579,129,203,89,148,40
2752113,129,203,89,148,30
