step,score,cells
2400,0.0,50
4800,0.0,60
7086,0.0,64
9417,0.0,66
11817,0.0,73
14213,0.0,75
16609,0.0,75
19009,0.0,75
21408,0.0,80
23808,0.0,82
26194,0.0,83
28565,0.0,87
30965,0.0,88
33342,0.0,89
35672,0.0,89
37992,0.0,91
40389,0.0,92
42738,0.0,93
45058,0.0,95
47414,0.0,98
49805,0.0,102
52199,0.0,102
54573,0.0,103
56973,0.0,104
59329,0.0,105
61729,0.0,107
64128,0.0,107
66483,0.0,107
68883,0.0,107
71283,0.0,107
73683,0.0,108
76083,0.0,108
78483,0.0,109
80864,0.0,109
83264,0.0,111
85664,0.0,111
88064,0.0,112
90464,0.0,112
92856,0.0,113
95226,0.0,114
97626,0.0,116
100013,0.0,116
102413,0.0,118
104811,0.0,118
107211,0.0,118
109611,0.0,118
112011,0.0,118
114391,0.0,118
116791,0.0,118
119191,0.0,118
121591,0.0,118
123991,0.0,118
126391,0.0,118
128791,0.0,118
131180,100.0,126
133580,100.0,132
135980,400.0,150
138380,400.0,173
140731,400.0,183
143101,400.0,186
145489,400.0,192
147871,400.0,202
150203,400.0,207
152530,400.0,210
154875,400.0,215
157135,400.0,216
159371,400.0,218
161513,400.0,223
163839,400.0,225
166103,400.0,228
168284,400.0,228
170450,700.0,259
172617,700.0,333
174578,700.0,447
176503,700.0,511
178386,700.0,584
180326,700.0,660
181963,700.0,719
183771,700.0,758
185592,700.0,809
187320,700.0,869
188907,700.0,921
190418,700.0,957
192255,700.0,992
193804,700.0,1017
195469,700.0,1062
197081,700.0,1089
198476,700.0,1120
200088,700.0,1152
201453,700.0,1185
203035,700.0,1208
204546,700.0,1239
205992,700.0,1298
207878,700.0,1352
209341,700.0,1375
210729,700.0,1415
212373,700.0,1461
213728,700.0,1492
215111,700.0,1517
216678,800.0,1561
218011,800.0,1609
219661,800.0,1649
221203,800.0,1681
222710,800.0,1723
224173,800.0,1740
225679,800.0,1768
227232,800.0,1808
228942,800.0,1836
230466,800.0,1859
231942,800.0,1884
233516,800.0,1905
235074,800.0,1928
236538,800.0,1945
238009,800.0,1959
239183,800.0,1970
240643,800.0,1984
242361,800.0,2024
243755,800.0,2039
245155,800.0,2054
246665,800.0,2081
248200,800.0,2099
249571,800.0,2109
250768,800.0,2120
252060,800.0,2131
253629,800.0,2147
255162,800.0,2156
256814,800.0,2171
258431,800.0,2182
259827,800.0,2195
261324,800.0,2209
262764,800.0,2214
264463,800.0,2227
265988,800.0,2240
267254,800.0,2248
268671,800.0,2261
270227,800.0,2279
271688,800.0,2290
273281,800.0,2308
274956,800.0,2318
276539,800.0,2339
278089,800.0,2352
279640,800.0,2370
281094,800.0,2379
282393,800.0,2391
