training_step,0,1,2,3,4
1536700,4,11,3,0,13
1541665,4,11,3,0,13
1546530,4,11,3,0,13
1551910,4,11,3,0,13
1557210,4,11,3,0,13
1562325,4,11,3,0,13
1567615,4,11,3,0,13
1572700,4,11,3,0,13
1577870,4,11,3,0,13
1582855,4,11,3,0,13
1587880,4,11,3,0,3
1593175,4,11,3,0,3
1598235,4,1,3,0,3
1603365,4,1,3,0,3
1608615,4,1,3,0,3
1614115,4,1,3,0,3
1619370,4,1,3,0,3
1624805,4,1,3,0,3
1630019,4,1,0,0,3
1635290,4,1,0,0,3
1640491,4,1,0,0,3
1645656,0,0,0,0,3
1651156,0,0,0,0,3
1656372,0,0,0,0,3
1661814,0,0,0,0,3
1667104,0,0,0,0,3
1672300,0,0,0,0,0
1677659,0,0,0,0,0
1683098,0,0,0,0,0
1688165,0,0,0,0,0
1693422,0,0,0,0,0
1698688,0,0,0,0,0
1703836,0,0,0,0,0
1708950,0,0,0,0,0
1714192,0,0,0,0,0
1719763,0,0,0,0,0
1725183,0,0,0,0,0
1730539,0,0,0,0,0
1735854,0,0,0,0,0
1741243,0,0,0,0,0
1746808,0,0,0,0,0
1752455,0,0,0,0,0
1757851,0,0,0,0,0
1763177,0,0,0,0,0
1768279,0,0,0,0,0
1773670,0,0,0,0,0
1778679,0,0,0,0,0
1784223,0,0,0,0,0
1789389,0,0,0,0,0
1794689,0,0,0,0,0
1800227,0,0,0,0,0
1805778,0,0,0,0,0
1810887,0,0,0,0,0
1816604,0,0,0,0,0
1822098,0,0,0,0,0
1827401,0,0,0,0,0
1832837,0,0,0,0,0
1838170,0,0,0,0,0
1843591,0,0,0,0,0
1848801,0,0,0,0,0
1854168,0,0,0,0,0
1859288,0,0,0,0,0
1864501,0,0,0,0,0
1869874,0,0,0,0,0
1875176,0,0,0,0,0
1880559,0,0,0,0,0
1885669,0,0,0,0,0
1890844,0,0,0,0,0
1896472,0,0,0,0,0
1902147,0,0,0,0,0
1907748,0,0,0,0,0
1913382,0,0,0,0,0
1918357,0,0,0,0,0
1923775,0,0,0,0,0
1928916,0,0,0,0,0
1934091,0,0,0,0,0
1939679,0,0,0,0,0
1945058,0,0,0,0,0
1950409,0,0,0,0,0
1955936,0,0,0,0,0
1961287,0,0,0,0,0
1966303,0,0,0,0,0
1971758,0,0,0,0,0
1977298,0,0,0,0,0
1982788,0,0,0,0,0
1987983,0,0,0,0,0
1993168,0,0,0,0,0
1998732,0,0,0,0,0
2003968,0,0,0,0,0
2009118,0,0,0,0,0
2014511,0,0,0,0,0
2019683,0,0,0,0,0
2025360,0,0,0,0,0
2030679,0,0,0,0,0
2036008,0,0,0,0,0
2041169,0,0,0,0,0
2046374,0,0,0,0,0
2051985,0,0,0,0,0
2057621,0,0,0,0,0
2062939,0,0,0,0,0
2068210,0,0,0,0,0
2073516,0,0,0,0,0
2079092,0,0,0,0,0
2084354,0,0,0,0,0
2089625,0,0,0,0,0
2095366,0,0,0,0,0
2100804,0,0,0,0,0
2106377,0,0,0,0,0
2112035,0,0,0,0,0
2117412,0,0,0,0,0
2122925,0,0,0,0,0
2128287,0,0,0,0,0
2133840,0,0,0,0,0
2139109,0,0,0,0,0
2144449,0,0,0,0,0
2149716,0,0,0,0,0
2155240,0,0,0,0,0
2160464,0,0,0,0,0
2165901,0,0,0,0,0
2171497,0,0,0,0,0
2176965,0,0,0,0,0
2182503,0,0,0,0,0
2188038,0,0,0,0,0
2193301,0,0,0,0,0
2198634,0,0,0,0,0
2203857,0,0,0,0,0
2209391,0,0,0,0,0
2214673,0,0,0,0,0
2220032,0,0,0,0,0
2225202,0,0,0,0,0
2230463,0,0,0,0,0
2235734,0,0,0,0,0
2241014,0,0,0,0,0
2246603,0,0,0,0,0
2252015,0,0,0,0,0
2257017,0,0,0,0,0
2262349,0,0,0,0,0
2267728,0,0,0,0,0
2272987,0,0,0,0,0
2278738,0,0,0,0,0
2284145,0,0,0,0,0
2289283,0,0,0,0,0
2294670,0,0,0,0,0
2300075,0,0,0,0,0
2305088,0,0,0,0,0
2310311,0,0,0,0,0
2315606,0,0,0,0,0
2320677,0,0,0,0,0
2326008,0,0,0,0,0
2331360,0,0,0,0,0
2336795,0,0,0,0,0
2342093,0,0,0,0,0
2347691,0,0,0,0,0
2353019,0,0,0,0,0
2358379,0,0,0,0,0
2363779,0,0,0,0,0
2369112,0,0,0,0,0
2374385,0,0,0,0,0
2379410,0,0,0,0,0
2385044,0,0,0,0,0
2390551,0,0,0,0,0
2395784,0,0,0,0,0
2400837,0,0,0,0,0
2405957,0,0,0,0,0
2411732,0,0,0,0,0
2417057,0,0,0,0,0
2422736,0,0,0,0,0
2428059,0,0,0,0,0
