step,score,cells
2400,0.0,47
4800,0.0,62
7150,0.0,70
9503,0.0,74
11805,0.0,77
14138,0.0,82
16508,0.0,87
18844,0.0,88
21199,0.0,93
23492,0.0,95
25803,0.0,98
28200,0.0,99
30466,0.0,99
32720,0.0,101
34957,100.0,107
37312,100.0,126
39650,100.0,138
41973,100.0,143
44179,100.0,150
46450,100.0,154
48608,100.0,163
50891,400.0,179
53131,400.0,193
55280,400.0,200
57069,400.0,256
59288,400.0,347
61520,400.0,439
63895,400.0,546
66295,400.0,608
68639,400.0,695
70904,400.0,767
73304,400.0,817
75556,400.0,864
77947,400.0,919
80204,400.0,956
82604,400.0,1018
84939,400.0,1070
87303,400.0,1111
89654,400.0,1182
92054,400.0,1214
94308,400.0,1293
96552,400.0,1343
98945,400.0,1393
101285,400.0,1423
103685,400.0,1458
105997,400.0,1501
108183,400.0,1522
110468,400.0,1541
112796,400.0,1564
115013,400.0,1624
117413,400.0,1640
119813,400.0,1673
122081,400.0,1698
124460,400.0,1715
126772,400.0,1744
129172,400.0,1762
131572,400.0,1787
133972,400.0,1809
136372,400.0,1829
138772,400.0,1860
141172,400.0,1878
143560,400.0,1893
145938,400.0,1923
148338,400.0,1955
150677,400.0,1992
153077,400.0,2022
155427,400.0,2048
157827,400.0,2081
160227,400.0,2100
162605,400.0,2112
165005,400.0,2119
167405,500.0,2145
169805,500.0,2157
172205,500.0,2193
174605,500.0,2210
177005,500.0,2233
179405,500.0,2253
181805,500.0,2276
184205,500.0,2297
186605,500.0,2313
189005,500.0,2322
191404,500.0,2333
193804,500.0,2341
196204,500.0,2347
198604,500.0,2357
201004,500.0,2378
203373,500.0,2387
205666,500.0,2413
208047,500.0,2432
210447,500.0,2443
212747,500.0,2454
215127,500.0,2469
217518,500.0,2479
219809,500.0,2496
222209,500.0,2508
224609,500.0,2519
227009,500.0,2527
229409,500.0,2534
231655,500.0,2543
234046,500.0,2551
236446,500.0,2568
238701,1400.0,2586
241099,1400.0,2595
243482,1400.0,2606
245828,1400.0,2621
248228,1400.0,2631
250481,1400.0,2650
252881,1400.0,2658
255265,1400.0,2669
257665,1400.0,2675
260065,1400.0,2682
262323,1400.0,2689
264603,1400.0,2693
266830,1400.0,2708
269230,1400.0,2717
271483,1400.0,2733
273880,1400.0,2742
276185,1400.0,2753
278497,1400.0,2763
280897,1400.0,2775
283297,1400.0,2785
285697,1400.0,2797
288078,1400.0,2808
290447,1400.0,2813
292785,1400.0,2825
295076,1400.0,2831
297476,1400.0,2835
299822,1400.0,2839
302222,1400.0,2847
304622,1400.0,2848
306930,1400.0,2861
309330,1400.0,2869
311730,1400.0,2881
314130,1400.0,2884
316395,1400.0,2904
318795,1400.0,2919
321195,1400.0,2928
323530,1400.0,2933
325925,1400.0,2945
328294,1400.0,2950
330597,1400.0,2961
332997,1400.0,2963
335317,1400.0,2970
337703,1400.0,2976
340103,1400.0,2992
